date,close,adjclose
1999-01-04,47.91666793823242,22.039255142211914
1999-01-05,48.29166793823242,22.211740493774414
1999-01-06,49.33333206176758,22.690845489501953
1999-01-07,51.375,23.62992286682129
1999-01-08,50.33333206176758,23.150794982910156
1999-01-11,50.83333206176758,23.380781173706055
1999-01-12,49.25,22.652517318725586
1999-01-13,47.75,21.962600708007812
1999-01-14,45.5,20.927703857421875
1999-01-15,47.25,21.73261260986328
1999-01-19,49.58333206176758,22.805830001831055
1999-01-20,51.41666793823242,23.649078369140625
1999-01-21,50.25,23.11246681213379
1999-01-22,47.91666793823242,22.039255142211914
1999-01-25,49.625,22.824996948242188
1999-01-26,49.5,22.767507553100586
1999-01-27,48.75,22.422544479370117
1999-01-28,49.08333206176758,22.575862884521484
1999-01-29,51.29166793823242,23.591588973999023
1999-02-01,51.20833206176758,23.55326271057129
1999-02-02,51.20833206176758,23.55326271057129
1999-02-03,52.91666793823242,24.339012145996094
1999-02-04,51.95833206176758,23.89822006225586
1999-02-05,50.95833206176758,23.438270568847656
1999-02-08,48.75,22.422544479370117
1999-02-09,48.0,22.07758331298828
1999-02-10,48.70833206176758,22.40338897705078
1999-02-11,50.75,23.34243392944336
1999-02-12,49.375,22.710006713867188
1999-02-16,51.79166793823242,23.821571350097656
1999-02-17,51.5,23.68740463256836
1999-02-18,50.83333206176758,23.380781173706055
1999-02-19,50.70833206176758,23.32327651977539
1999-02-22,54.0,24.8372802734375
1999-02-23,54.58333206176758,25.105592727661133
1999-02-24,52.54166793823242,24.1665096282959
1999-02-25,53.0,24.377336502075195
1999-02-26,53.08333206176758,24.41566276550293
1999-03-01,53.83333206176758,24.76062774658203
1999-03-02,53.54166793823242,24.626476287841797
1999-03-03,53.79166793823242,24.741453170776367
1999-03-04,55.58333206176758,25.565540313720703
1999-03-05,57.91666793823242,26.638744354248047
1999-03-08,57.20833206176758,26.312936782836914
1999-03-09,58.625,26.964550018310547
1999-03-10,59.29166793823242,27.27118682861328
1999-03-11,58.79166793823242,27.04120445251465
1999-03-12,58.66666793823242,26.98371696472168
1999-03-15,58.16666793823242,26.753747940063477
1999-03-16,56.54166793823242,26.006322860717773
1999-03-17,54.91666793823242,25.258899688720703
1999-03-18,55.91666793823242,25.71885108947754
1999-03-19,55.0,25.297225952148438
1999-03-22,54.58333206176758,25.105592727661133
1999-03-23,53.04166793823242,24.39649200439453
1999-03-24,52.91666793823242,24.339012145996094
1999-03-25,54.33333206176758,24.990589141845703
1999-03-26,53.66666793823242,24.6839599609375
1999-03-29,54.83333206176758,25.220579147338867
1999-03-30,54.625,25.124752044677734
1999-03-31,54.25,24.95227813720703
1999-04-01,52.91666793823242,24.462261199951172
1999-04-05,52.5,24.269634246826172
1999-04-06,52.83333206176758,24.423736572265625
1999-04-07,56.25,26.003177642822266
1999-04-08,58.58333206176758,27.081819534301758
1999-04-09,57.04166793823242,26.3691463470459
1999-04-12,57.91666793823242,26.77364158630371
1999-04-13,58.25,26.927745819091797
1999-04-14,57.58333206176758,26.619543075561523
1999-04-15,57.04166793823242,26.3691463470459
1999-04-16,57.375,26.52326011657715
1999-04-19,56.66666793823242,26.195804595947266
1999-04-20,55.33333206176758,25.579431533813477
1999-04-21,55.625,25.71425437927246
1999-04-22,57.16666793823242,26.426931381225586
1999-04-23,56.75,26.23431396484375
1999-04-26,55.08333206176758,25.463857650756836
1999-04-27,57.04166793823242,26.3691463470459
1999-04-28,55.75,25.772037506103516
1999-04-29,55.91666793823242,25.849079132080078
1999-04-30,55.0,25.425331115722656
1999-05-03,55.16666793823242,25.50238609313965
1999-05-04,54.83333206176758,25.34829330444336
1999-05-05,53.45833206176758,24.712650299072266
1999-05-06,51.70833206176758,23.903663635253906
1999-05-07,52.25,24.15406036376953
1999-05-10,52.66666793823242,24.346689224243164
1999-05-11,53.33333206176758,24.654870986938477
1999-05-12,54.875,25.3675537109375
1999-05-13,56.0,25.887622833251953
1999-05-14,52.70833206176758,24.365938186645508
1999-05-17,52.41666793823242,24.231115341186523
1999-05-18,52.5,24.269634246826172
1999-05-19,53.45833206176758,24.712650299072266
1999-05-20,53.45833206176758,24.712650299072266
1999-05-21,52.625,24.327411651611328
1999-05-24,50.58333206176758,23.383596420288086
1999-05-25,49.20833206176758,22.747970581054688
1999-05-26,50.25,23.229507446289062
1999-05-27,48.5,22.420528411865234
1999-05-28,48.25,22.304948806762695
1999-06-01,48.08333206176758,22.22789764404297
1999-06-02,47.375,21.900453567504883
1999-06-03,47.75,22.073820114135742
1999-06-04,49.54166793823242,22.902069091796875
1999-06-07,51.16666793823242,23.653257369995117
1999-06-08,49.91666793823242,23.075416564941406
1999-06-09,49.20833206176758,22.747970581054688
1999-06-10,48.75,22.536090850830078
1999-06-11,48.83333206176758,22.574623107910156
1999-06-14,49.16666793823242,22.72871208190918
1999-06-15,50.08333206176758,23.152469635009766
1999-06-16,53.58333206176758,24.770444869995117
1999-06-17,52.95833206176758,24.481510162353516
1999-06-18,53.41666793823242,24.693397521972656
1999-06-21,55.66666793823242,25.7335205078125
1999-06-22,54.5,25.194194793701172
1999-06-23,53.5,24.73191261291504
1999-06-24,53.33333206176758,24.654870986938477
1999-06-25,54.125,25.02083969116211
1999-06-28,55.08333206176758,25.463857650756836
1999-06-29,55.08333206176758,25.463857650756836
1999-06-30,57.66666793823242,26.658082962036133
1999-07-01,57.29166793823242,26.61086082458496
1999-07-02,56.70833206176758,26.33991050720215
1999-07-06,57.375,26.649568557739258
