years_left,w_0.05,w_0.05126,w_0.05256,w_0.05389,w_0.05525,w_0.05665,w_0.05808,w_0.05955,w_0.06105,w_0.0626,w_0.06418,w_0.0658,w_0.06746,w_0.06917,w_0.07092,w_0.07271,w_0.07455,w_0.07643,w_0.07837,w_0.08035,w_0.08238,w_0.08446,w_0.08659,w_0.08878,w_0.09103,w_0.09333,w_0.09569,w_0.09811,w_0.1006,w_0.1031,w_0.1057,w_0.1084,w_0.1112,w_0.114,w_0.1168,w_0.1198,w_0.1228,w_0.1259,w_0.1291,w_0.1324,w_0.1357,w_0.1392,w_0.1427,w_0.1463,w_0.15,w_0.1538,w_0.1577,w_0.1616,w_0.1657,w_0.1699,w_0.1742,w_0.1786,w_0.1831,w_0.1878,w_0.1925,w_0.1974,w_0.2024,w_0.2075,w_0.2127,w_0.2181,w_0.2236,w_0.2293,w_0.2351,w_0.241,w_0.2471,w_0.2533,w_0.2597,w_0.2663,w_0.273,w_0.2799,w_0.287,w_0.2943,w_0.3017,w_0.3093,w_0.3172,w_0.3252,w_0.3334,w_0.3418,w_0.3505,w_0.3593,w_0.3684,w_0.3777,w_0.3873,w_0.3971,w_0.4071,w_0.4174,w_0.4279,w_0.4387,w_0.4498,w_0.4612,w_0.4729,w_0.4848,w_0.4971,w_0.5096,w_0.5225,w_0.5357,w_0.5493,w_0.5632,w_0.5774,w_0.592,w_0.607,w_0.6223,w_0.638,w_0.6542,w_0.6707,w_0.6877,w_0.705,w_0.7229,w_0.7411,w_0.7599,w_0.7791,w_0.7988,w_0.819,w_0.8397,w_0.8609,w_0.8827,w_0.905,w_0.9278,w_0.9513,w_0.9753,w_1,w_1.025,w_1.051,w_1.078,w_1.105,w_1.133,w_1.162,w_1.191,w_1.221,w_1.252,w_1.284,w_1.316,w_1.349,w_1.383,w_1.418,w_1.454,w_1.491,w_1.529,w_1.567,w_1.607,w_1.648,w_1.689,w_1.732,w_1.776,w_1.821,w_1.867,w_1.914,w_1.962,w_2.012,w_2.063,w_2.115,w_2.168,w_2.223,w_2.279,w_2.337,w_2.396,w_2.456,w_2.519,w_2.582,w_2.647,w_2.714,w_2.783,w_2.853,w_2.926,w_2.999,w_3.075,w_3.153,w_3.233,w_3.314,w_3.398,w_3.484,w_3.572,w_3.663,w_3.755,w_3.85,w_3.947,w_4.047,w_4.149,w_4.254,w_4.362,w_4.472,w_4.585,w_4.701,w_4.82,w_4.942,w_5.067,w_5.195,w_5.326,w_5.461,w_5.599,w_5.74,w_5.885,w_6.034,w_6.187,w_6.343,w_6.503,w_6.668,w_6.836,w_7.009,w_7.186,w_7.368,w_7.554,w_7.745,w_7.941,w_8.142,w_8.348,w_8.559,w_8.775,w_8.997,w_9.224,w_9.457,w_9.696,w_9.942,w_10.19,w_10.45,w_10.71,w_10.99,w_11.26,w_11.55,w_11.84,w_12.14,w_12.45,w_12.76,w_13.08,w_13.41,w_13.75,w_14.1,w_14.46,w_14.82,w_15.2,w_15.58,w_15.98,w_16.38,w_16.79,w_17.22,w_17.65,w_18.1,w_18.56,w_19.03,w_19.51,w_20
10,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80
9,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80
8,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80
7,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80
6,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80
5,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80
4,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,CASH100,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80,SPY_c80
